sanatci,soz
Kezzo,yaptım oldu değil.fuckdım oldu değil.piyasa ister her gün diss.tuzağa düşmeyin.klonla aynı sözleri.farklı olan beat.ne yazık dinlenir hep diss atan.rapçi olan değil.batakta mica jack takıp da dynamic kasın.fakat çocuklar oyuncak gibi autotunela oynasın.yatakta fahişelerle ünlü rapçi furyası.fazla şişirdiğiniz egolarınız sakın patlamasın.en iyisi git yap lego sen ama yapma demo.starbucksta etiketle sonra ben getto.i̇nternette atatürkçü ama oy sandığında hüloğ.tuvaletçi bülo bindiği arabaysa merco.bakın o sakın takmayın ki bakıla bakıla kalkmasın diğerleri.benim adım kezzo yani dostunum.diğerlerinden i̇stanbulun uzak yerlerinden.felek çemberinden geçemeyenlerinden.kafana takma sen aşağıda görünmeyi.bi gün sen de tadarsın yukarıdan görmeyi.i̇çeriye gir.i̇çeriye gir.kafana takma sen aşağıda görünmeyi.bi gün sen de tadarsın yukarıdan görmeyi.i̇çeriye gir.i̇çeriye gir
Kezzo,kalbim ellerinde al bi bıçak sok.i̇stersen gülümserim bu şehir benim gibi biraz boş.yani biraz loş ışıkları da tıpkı gözüm gibi.umut kırıntıları sokağımda gel de sen de doy benimle.veremesem de boy bu okyanusta kollarım kürek.ve aklım ufak kayık battı balık bakar bayık bazen.hangimizdi ayık sanki sarfederken ayıp kelimeler.hain denemeler kader bizimle alay ederken.her ne varsa hayatımda para eden koparıp attım.mutluluğu izledim ufak bi pencereden.yağmur damlaları da çarptı yüzüme buz kesen kelimeler.misali gelip delen kurşun olsa acıtmaz seven.ki baktım kah ağladım kah aktım.annemin gözünde ufaklık ve yumurcaktım.bi kaşık baldım öncelerde şimdi zehir gibi.kanına girdim seni de çok dağıttım.nakarat.üzülünce kaç bi kaç adım geri.sevinince benim adım deli.yakamozda kaybolmuş gemiyim.ama seninim yani deliyim. 
Kezzo,jazz sounda derdo dinledik perdono bizde.bindik kamyon kasasına fargonun.demez hiç pardon zaman üstünden geçer çocuk.anlatır herşeyi sana zar zor.jazz sounda derdo dinledik sentello bizde.sürdük rüyamızda çok lambo.demez hiç pardon zaman üstünden geçer çocuk.anlatır herşeyi sana zar zor.chitos metro çocukluk hiphop kezzoman ana karnında b boy.kocaman cartel t shirt ü üstümdeyken benim boyum 110.kahır keder yok sayıyla zero seyit erhan bide ağrılı bilo.i̇k okulda bile taşşak 10 kilo mahalle kavgası soner se hero bak.eski dostlara selam burnumdan akar içtiğim kan.sırtımda taşırım seviyorsam seni kaç yıl sonrada yazıyorsam kağıda.agacım mana mana yok düşünce arıyorum dara bak.koşunca düşüyorum yere tak kalkıyorum bir şekil tik tak.edemem lak lak işim gücüm var düşman çatlar dostlar bizden.kuzular kurtlar bilemem kim kime ne şekil zortlar cortlar ey.kafamda amsterdam lahey erdi barbi verirken ilham.yanımda var bi kaç çocuk istersem ederler dünyayı zindan
Kezzo,sokakta kim var diye meraklıydık ufakken.durakta yolcu değil kaleci olurduk.top direkten dönerse karşı bahçenin içinden atan alır.ya da yakalanır sahibine o da kafalanır.bikaç erik ağacı bul ve dal koparmadan bi dal ki.öğle yemeği yemezdik biz ağaçlarda var kiraz.maaşlarsa dolgun artık alıp getirsin pazardan annen.hiçbi şeyi bilmez yeniler gezer cenabet.oyuna davet etmek için basıp ziline rahatsız ederdi.şimdiyse whatsappdan konum atıp mahalle maçının hangi mahallede olduğunu haber verirler.android gibi güncellenirler.ki bunlar çocukluğunun değerini bilmiyorken.benim değerimi nerden bilsinler ki.koşup düşsünler bi zemini öpsünler.salak saçma caps yapıp gülsünler.zaman ne çabuk geçtin zaman .dün beştim bugün oldum yirmibeş.yarın topraktayım öbür günse tam bi leş.bizim için teknoloji micro genius atari idi.contra tanks street fight luna park ve kay kay.yamakasi sokaklarda hava kararınca toplu saklanbaç.yağmur yağdığında kaç eve
Kezzo,çiçek ektim bir çocuktum ve sektim.küçük bir melektim izimi bulmuş bu gençlik.çok güzeldi her gün var enerji.ömrümün orgazmı bu dönem çocukluk alerji.zaman bir tinerci gibiydi her gördüğünde konuştu.ölüm denen saat başı en doğal sonuçtu.görünmeden sıvışmakla bi hayli boğuştun ancak.bir bakmışsın etrafına dertler doluşmuş.mertler boğulmuş önce atlar gömülmüş.banknot dediğin şey için insan bölünmüş.karton taşımış kimi çeyrek bölüşmüş.toprak çalışmış ancak insan öğütmüş.hep son görüşmüş gibi sevmiş üzülmüş.dostum dediğin de yürek yokmuş kömürmüş.bu mahalle değil düzen duygunu sömürmüş.kostüm değilmiş kefen sonunda ölümmüş.bir çiçektim o zaman büyümez derdin.bir böcektim ölemem güle söz verdim.bir çiçektim o zaman büyümez derdin.bir böcektim ölemem güle söz verdim.dedim ya bir çiçektim ve belki bir böcektim.otuz yıl önce süt kokan günahsız bir bebektim.yaşadım kirlendim yaşadım kinlendim.kustum kağıda mikrofona sokağa gizlendim.yuvarlak dünyanızda rap yazıp temizlendim.ektim kendi kendimi toprağa filizlendim.açtım çiçek oldum ağaç oldum dallandım.her ağaç gibi rüzgar esince sallandım.başım dik yaram hiç acımıyor ki anne .i̇çim bir dışım bir gerisi bahane.dönüştük ne hale hayat zor be kardeş ah.savaştık seviştik ne işim var bu çölde
Kezzo,kışında kaldım ya bu dağın nehri içi içimize dökülür.benim dilim içince sökülür kalem derman bu halimize.yazın da yaşanır ayaz bunun sonu toprak üstümüze dökülür bir gün.burdan göçülür gülüm ağlama halimize.aynı fabrikadan aynı tonlar dizaynı farklı stil aynı fonda.biz aynı raydaydık aynı kanda ama şimdi düzen bizi düzdü kanka.ayrı yolum baba ayrı kavgam ve artık üstadım aynalarda.rap diye yazılan bu güncel popları şamarlar kezzo  hep aynı sonlar.yeni bir gelin gibi önümüze koyulan o boş sözleri boş geçiceksek.rap yapmayalım boka hoş diyeceksek agam açlara tok diyeceksek.yeni bir akım değil mi anamıza sövse de kafamızı sallayalım eğlenelim.yapalım sigarayı uyutalım herkesi ölelim bizde boyun eğeceksek.gündüz başlarız gece ediceksek savaş korkutmaz güldüreceksek yüzleri.kaç gece kaç gündüz oldu bu sokaklarım hiç gülmedi.aga üst üsteyiz hala susmamı bekliyorsan sendemi bizden değil.üzgünüm hala bunu duymadıysan sorun benle alakalı değil.kışında kaldım ya bu dağın nehri içi içimize dökülür.benim dilim içince sökülür kalem derman bu halimize.yazın da yaşanır ayaz bunun sonu toprak üstümüze dökülür bir gün.burdan göçülür gülüm ağlama halimize
Kezzo,kaybım çok her adımda.yere bassam balçık hep.bi rahatım yok.uzanıp da bira açsam yaksam.kaybım çok her adımda.yere bassam balçık hep.bi rahatım yok.uzanıp da bira açsam yaksam.bi dertli sen misin bi sen mi bi ben mi.dünyaya gelmemde tek suçlu ebem mi.aslılar da çok yok amma her erkek kerem mi.sarıp sarıp içtin ondan ciğerler veremli.koy bi çay da demle yoruldum sırtım nemli.bonzai bok püsürdu hep de bozdu semti.özenti avmler sikti attı kenti.rant dediğin şey de milyon dolar yapar semti.her tarafta balçık üstelik de kandan.hayat sana doğ diyor ve öl diyor bi yandan.suriyede kan yağar arap kızı camdan bakar.çünkü kimse doymuyor haramdan.bomba patlar ama boş yere aranmam.farkın yok mu senin söyle hiç çalandan.bakınca anlaşılmaz bu ülke boğazdan.vergi verirsin de vururlar paranlan
Kezzo,televizyon kandırıyor gözlerine bakarak.resmi plaka emniyet şeridinden geliyor akarak.aklımdaki nakarat bu nasıl nakarat.biraz anlatıyım dilersen alkol sonrası sakatat. .bu sokaklardan başka bir bok yok kağıdıma ilham boş ver.paslı duraklar şehrimi anlatıyorken minibüsü boş ver.yürü koş git sahil dalga kıran bana her yer arazi.betonlar içinde kurduğun özgürlük boktan ve farazi.bana çok ters bu terazi sözlerim yollara çakıl.üstüne basıp da geçen bu sistem değil bizden siz geçmişe bakın.satır satır yazdığım her söz şirketlerin arşivlere büyük bi’ kaktüs.yüz yıl sonra gelen şöhretin amına koyayım ben olmuşum maktül.al sana virüs al sana el bombası beyinlere tecavüz.bunlara tokuz koçum bizim haberlerde var çocuğa tecavüz.biz de bi’ türüz adımız insan vicdandan çok uzakta.gören bir körüz bazen çekinmeyin buna sövün.televizyon kandırıyor gözlerine bakarak.resmi plaka emniyet şeridinden geliyor akarak.aklımdaki nakarat bu nasıl nakarat.biraz anlatıyım dilersen alkol sonrası sakatat. 
Kezzo,dünya kirli bize rahibe sizlere zilli bu film ve de sonu bes belli.para geldi ve seni test etti kim pes etti.dünya kirli bu vebalini silmez silgi bulaşmış pislik bul teselli.ve kin bereketli kesme bu damarına kan da gerekli.hep dolu burda defans saldırı bol bul bi mezar kaz.kimi baldırı gösterip oldu esas kimi buldu bi kaldırım etti yatak sövüp aldırın.görüp haykırmayın istimlak edilip aldırmayın.i̇stikbalin açıksa bakan dayın bismillah dese de vicdan kayıp.i̇stismar dinle gelir şarap içme şifreyi çözenler istisna.kimi miss miss pak kimi çalıyor hak ama yaşıyor bi şekil dönüyor çark.kimi arıyor fark tuzu kuru ama sorun ortak koşuyoruz ama bi kuş olsak.ya da yeni doğsak cehennemin dibi biraz serin olsa.azrail enseledi baş ucum dolu hep borç senedi.şeytan bunu her gün denedi sonuçta ona hiç benzemedim.yaşıyorum aga sokağımı mektep edip rapleri soframa ekmek edip.gururu boşver bekleme git geri bırak bu umudu tek gecelik.hep aynı sonlar.ayrılcak bir gün bütün yollar.açılsın dökün bütün kozlar.artık anlamsız yakamozlar
Kezzo,çevrilir yandığında cuaram.endişe az kaldığında hiç yok mu numara mumara .yokluğu dert varlığı da cuaram.endişe az kaldığında hey .çevrilir yandığında cuaram.endişe az kaldığında hiç yok mu numara mumara.yokluğu dert varlığı da cuaram.endişe az kaldığında hiç yok mu numara mumara.i̇nsan gibi parfümlü sigaralar.o timsah gözyaşları kapı aralar hep.motherfuckerların kanı akıtılır.ota boka kafa takacak kadar uzun değil hayat.dalga dalga köpük köpük.okula gittiğim yollar delik deşik.bi de çeşit çeşit film açık seçik.hard core dinlemiyor beşik meşik .pupupuslu sokakların ortası bone bizzy.dinler kezzo bassınıza tizim.kendisi tanır egosu tanımaz bizi.kibrini götüne montele en iyisi.çağır da gelsin velisi melisi .bizim köye lazım akıldan delisi .i̇lerisi tırt anlatıyor gerisi.herkesin götünde vardır el izi
Kezzo,yorganları yakamıyolar pire içindeler.hepsi cebindeler dünya kaç günlük.organları saramıyor aşk para peşindeler.hepsi cebindeler dünya kaç günlük.yorganları yakamıyolar pire içindeler.hepsi cebindeler dünya kaç günlük.organları saramıyor aşk para peşindeler.hepsi cebindeler dünya kaç günlük.bayır aşağı hızlandım.çünkü bayadır tırmandım.tüm gösteri tek şey için.herkes bilir hep ne için .bazen zorlandım.yerli ve yersiz sızlandım.tüm sözleri tutmak için.hep peşinde koşmak için uçmak için.durmak ne için he.olmuşken mostar bridgeyim ben.geç dostum karşıya üstümden.kirlenmesin üstün pislenmez.yoruldum izlerken.sıkıldım hep boktan dizilerden.hayatımız dandik serüvenler.tek düze hiç yoktan sevinenler
Kezzo,yazınca mutlu kezz ve böyle gerçek sancıları.sen de bizdensin besliyorsan hep martıları.eksi artıları cüzdanında kaygıları.herkes umutsuzdu bende oldum umut şarkıları.sağlığım güzel de bak kan ağlar içim.herkesten her şeyi bekle sonra kaçmasın keçin.yürüme sen emekle biz diyorsa onla zor geçin.sınırı geçmeyin önce kibirden bir vazgeçin.şansı bekleyin lakin ben de beklemekteyim.egoyu sevmeyin lakin ben de sevmemekteyim.bazen tekleyin öyle kolay kolay düşmeyin.terazi dengesiz kalınca para sandık gülmeyi.bir filiz olmasın diye toprağı gölgeleyin.şu anda dünyadaki en fukara bölgedeyim.eden bulur dedikleriyse bence saçma deyim.nedense güzel bulutlar düşüşe geçmeyelim.takılıyorum birden düşmeyelim.yakalıyorum kağıdı üçleyelim mi.agam içeriye düşmeyelim diye.düşünsek yaparız pop hiç girmeyelim
Kezzo,koşarken kibritle sigara yakmak kadar zor hayat.düşme kalk çocuk cebinde varsa cüzdan dolmayan.bi dakika durmayan bi tren yaşam var çok ağlayan.güneşle parlayan sabah geceyle döner kavgaya.i̇stersin gün doğsun tekrar bazen istemezsin.gözünden akar yaş silen varsa silme dersin.kimine gitme dersin kimine gelme dersin.boktan cümleler kurup her şeyi mahvedersin.i̇nsan yetmişine gelse dahi öğrenir bir dahi olsa dahi.öğrenir ki sahte değil zaman sahidir.mecburen failin ben olduğuysa bariz.ellerimde kağıt kalem yakalanır yazan havadisi.bak abisi güzelleşmiyor hava yaş gidince.anlayacaksın sen de birileri sabrını test edince.günde 12 saat ve asgari maaşı kabul edince.düşer gardın sevgilin bir gül isteyince.evimden uzakta bu yer bi neden.bulup koşuyorum geri yine ben.doğar ya güneş yine yine yeniden.adımlarım yine geri geriler.evimden uzakta bu yer bi neden.bulup koşuyorum geri yine ben.doğar ya güneş yine yine yeniden.adımlarım yine geri geriler
Kezzo,güne doğma diyo zamana akma diyordum ah.kafa nasıl diyo  artık sorma diyom ona.bu gece dram bu gece kin bu gece kafamın içi de pis.bu gece bounce köşede biz sokakta yürümek hoş bi his.bu gece dans kulaklığımda nine lives.bestekarım elim pis ve yok bi karım cebim kist.nasılsa sağırım yüzüme kalleşçe bağırın ittifakın.önemsiz moruk benim de ar damarım var.kardan adama güneşten başka düşman arama.bu para için yediğin boksa kaşığı benden arama.ve çamurun iyisi kil o da bi boka yarıyo tabi.kimisi parayı sanıyo din bence tam bi ötenazi.kanser oldu koli basil zorda kaldı folik asit.tedavi için gittiğin hastane sordu sana vasi.kafanda kurşunla gezmekten bıkmadın mı dursun.çernobilden ölene sordular mı neydi burcu.çok mu fazla geldi dünyaya kazım koyuncu.vergi dairesinden ala var mı bir soyguncu.güne doğma diyo zamana akma diyordum ah.kafa nasıl diyo  artık sorma diyom ona.güne doğma diyo zamana akma diyordum ah.kafa nasıl diyo  artık sorma diyom ona
Kezzo,yazmak yaşamaktan zor gömmek kazmaktan zor içimiz yanmaktan kor.elimiz donmaktan buz parmaklar ve de aşmak çok zor.bazen unutmak çok zor boş bardaklara sel dolu.düşmek değil kalmak zor .sarı dostum doymadım hiç sana yersiz ve zamansız erken veda bu.bir kediden fazlasıydın hep sana yazdım bunu senin selan bu.çekecekmişim benim cezam bu sensiz şenlik değil sabahlar.umarım buse kadar ısıtmıştır senin yattığın kara topraklar.kuru dudaklar boş ev gibi ne desem artık fıs.hayat istediğini alıyorken hırslarımız çok anlamsız.yaşam hep akıyor kesmez sız azrail seviyor damsız.hayvan diyip geçiyor bazısı ama benim için insandan farksız hey.titriyor sesim ve burun dirеklerim.ne zor sanki kırık kemiklеrim ah.özlüyor içim bunu gözyaşlarım gizlemiyor.teşekkürler her şey için.titriyor sesim ve burun direklerim.ne zor sanki kırık kemiklerim ah.özlüyor içim bunu gözyaşlarım gizlemiyor.teşekkürler her şey için sarı.özlüyor içim bunu gözyaşlarım gizlemiyor. sarı
Kezzo,kara göründü tutma bi sal beni.hava güneşli aldanma kar geliyor.üşütme sar beni ya.yere düşersem har.yara açıldı tabi ki kan gelir.kapatır ellerin mumyala sar beni ya.uzaktan hoş geliyor.davulun sesi yaa.niçin vazgeçeyim çocuk benim bütün seçim.dünü yaksam kurtulsam her şeyden söylesene niçin.her bir mevzu ders gördüğümüzü anlatmak için.yapımıza ters yapmak iyiliği karşılık için.batmak çıkmak insan için hayattayım senin için.bir kere gülsen yeter kızım huzur dolar içim.güneşi söndüremem ben dünyayı durduramam ben.hayat bir okyanus kayıktayız hepimiz.kabusları yakıp rüyalar yaratmak işimiz.paramparça umutları yapıştırmak işimiz.tüm karanlıkları aydınlatcam ver atеşini.hayat bir gün bırak peşimi
Kezzo,tahta kara elde tebeşir.sonumuz evet teneşir.bedava yükselen çocuklar tabi bilir beleşi.bunlar el işi yarın gösterir gelişi.hesabı kitliyor hayat dolarsa onun gelişi.gidişi güzel olur gelişinden.bazıları uçup korkuyo mu düşüşünden.yarın bulursak yicez artarsa dişimizden.sakat doğar isteksizin sikişinden.çekil mide bulandırdı siyasetin fetişi.götündeki donu yapan uzakdoğuçin işi.gdolu tohum sınırdan yapıyo girişi.finiş him dese usa görücez finişi .medya dolandırdı izdivaçta kerizi.gerdeğe girdiğim sandığım başkasının penisi.vaaz veren imam değil mahallenin delisi.göbek kalmadı esnafta tek kemikle derisi.yürü emniyet şeridinden.ambulansın gerisinden.çakarı taktır iyisinden gülüm.açılır yol çekilin len
Fuat,türkçe rape en büyük katkı benim varoluşum.bayır aşağı frenim patlak avantacılar bilmez yokuşu.yok oluşun dnası olmayan bir kabız katır.tecrübem saldırır ırkına elde iki satır.yatır masaya acizdir tayfan korkudan.silersin ardında duramadığını sosyal medyadan.zaman ilacıdır gerçekler çıkar yumurtadan.beni aşabilmen namümkün benden iyi olmadan.saçma sapan sıçmığını dinleyeceğime ölürüm.bariz ve açıktır kayıtların safi kötürüm.ödülün tarihin karanlık sayfalarında yok olmak.hiphopun tarlasında osuruk çiçeği gibi solmak.sandıkta oy olsan mühürsüz.gerdekte nöbet tutan dünür kadar gereksiz ve abes.türkçe rap sürünür bugünü dününü aratır zemin pürüzlü.kurudan suluya kayar baştan aşağı küflüsün.tepeye çıkınca merdiveni patlatan bir domuz.siyasetçi gibi barışın ulan ben yokum.kokunuz rüzgara karşı duyulur pusu kur uyuz.hepsi götünde patladı yok başına omuz.hedefe koş kesesi boş çenesi fos ölüme coş.epidemi gelir ateşi çıkar o puştun çaresi yok.o puştun çaresi yok .sonucu kof orucu boz buruna kok.ciğere ot çekenden hayır gelecekse bekle ve gör kokoş.bekle ve gör kokoş
Fuat,rbrap pumpt laut durch die boxen wir strotzen vor tracks wie diesen.er lebt es wenn wir den sound in den raum bringn den sie lieben.wir stehn fest mit untergrundfundament tausend kilometer tief.bestehn tests leicht und überfordern mit eim lied die industrie.auch wenn ich über diesen schönen beat.von bennay schon ganz übertrieben bös am zerflexn bin.würde ich niemals behaupten ich wär besser als der rest westberlins bin der sogenannte flexking.über das dreckskind aus dem osten der stadt.hat sich schon so mancher mann vor lachen einen frei gemacht.ich mache leider keinn spaß hacke deine beine ab.ich frage mich ob ich der letzte bin der eine meinung hat.ich fackel deine kleine ab wenn du einen einwand hast.bring ihn hervor bevor das ofenrohr ihr beine macht.ich stoße vor mit einer macht die von euch klonen keiner hat.ein streich reicht und schon fällt das schweinepack.der keine peilung hat in der meisterstadt ist rar.cdupolitiker und ihre wähler bzleser so wie jeder der schon weiß ist aber sein will wie ein neger.für jeden der sich angesprochen fühlt falls er ausgesprochen kühlt wenn er fühlt wie die wangen kalt werden.fühlt wie dir grad der hals sich durchlochen würde er muss wie die tannen im wald sterben.lang lebe diese lang vergessene stadt.ihr seid alle von angst zerfressen und platt.wenn die bunker boys anpreschen und matsch.aus euren kranken schalen fressen machen
Fuat,kafamı boşaltır bir şarjör gibi ritim.kuyusu var yok dibi piçin.elimde makineli sahile hücum botla.hayaller tatilde kefeni yolla.kafamı boşaltır bir şarjör gibi ritim.kuyusu var yok dibi piçin.elimde makineli sahile hücum botla.hayaller tatilde kefeni yolla.aç kapıyı ben geldim.doldur bardaklara şerbeti telkin.biri diskoda diğeri yas tutar.zihin odalarında gelgit.her kim eğleniyorsa vicdanı askıya alanlar mangal yapar.paspal yürekli hasta ruhlar.i̇nsan olmadan çıkamaz çıkmaz sokaktan.bıktım dramdan kandan infilak eden bombalardan.yıkılan hayatlar bahçeme atlar ve ağaç budar.kardeş gibi yaşamak yalan.kime avantaj sağlar savaşlar.sevinç gözyaşlarından başka bi şey akmaz valla.barış ve huzur olsun hırsızlık asla.barut kokan nefesi ensende gürler.gezide kalan gözler hür kokan içgüdün beni özler.közde pişer rapi şiş gibi gözde.otobüste selfie sırtım dönükken.kırk beş seneyi devirdim nolmuş gözaltlarım çökükse.i̇ğne girdi kalbine yüksükle fuat yüksek
Fuat,yürek kabartan gözü karartan öfke.sat komandosu gelir deniz altından.daha derin ve tehlikeli olmadı kuyusu.savaşın kapımızda kamp kurduğunu duydum.dışarı çık yok olur evdeki bulgur.düşmanım müttefik pozisyonunda uyusun. yanında durur.el pençe divan aynen resident uyum.huyum kurusun saplamadan olmuyo.3 dünya savaşı son yarısına oynuyor.petrole doymuyor arabalar.i̇nsan kanıyla dolan tanklar jet kerosin yakar.savaşa en büyük bütçe ayrılan bombayla.uzaktan çocuk yahnisi yapılan dünyada.nice senaryolara iblis el çırpacak.bu ahval içinde kan çıkacak dizine.counterstrike değil o zaman işler ciddi.kalibre fifty tek atışla bitti.vallahi ben istemiym vallahi ben istemiym.kamutay fuat erginse .dolunay hecelerimde .komutan şiirlerinde ışık tutar kisveye titre
Fuat,bastır.asit yağmur mermi kar kadar yağar.analar ağlar kara bağla.sağdan gelen atak solunda patlar.tanklarla ezilir insan karafatma.ne kadar cahilsen o denli mutlusun.bak mitingde kıçı bayrağıma oturmuş.hedonistler tatilde vicdana turşu kurmuş.hümanistler rakip ölümüyle hoşnut olur.soyut kuramlar kitle dondurur.azınlık iktidar koptu kolumuz.somut uransa radyasyon soyunur.herkesi düzer kanser yorumsuz.gelecek nesil ps4e müptela.helada bile rahat yok parmak facebookta.i̇lişkiler sanal ve banal.kaç kıta var diye sor bakan aval aval.ahmak revaçta anı yaşa rahat .ölürken nerenden aşağıydı kasımpaşa anlat.boşa koşan konuşan hava atarak.para kazanma peşinde bir güruh dolaşan.abaza ve katil hırsız ve şaki.irz düşmanı minibüste atar pandik.bonzaiden ölüyorsan ailen dandik.ekstaziden mutluysan suç sende lan piç
Fuat,i̇ç savaş dal budak alem kurak.tank havan heavy machine gun.bozulur her ortam nazar her yandan.deli ahmet oğlu karanlığa şamdan.şile çocuğu olan adamdan.kalk yataktan sarkma camdan.atma lan niye sattın lan baydın lan.karaburundan dal çık kandıradan.öncü yön veren gönlü ermiş gibi affeder özüm.nigga fuatta çözüm dışarıda gözüm.zincirleri çözün zebaniyi görün.başa yüz çift çorap örün.yüzeyselliğe gömül güzelliğe bürün.atı sırtında taşıyan süvariler geldi.uçtu külün okyanusa karıştı noldu gülüm.punchline.manitan varsa gönder layn.çömel yoksa fırkateyn.cılka döner tüm mahallen.entürkteynment
Fuat,ayağa kalk beline tak düşman gözüne bak.yağmurdan doluya mengeneden cendereye yollar bizi hak.kurşun bıçak tokat yumruk tekme sokaklarda yaşar.o kan akar durmaz derin koma atar damar.silindir gibi geçti dertler asfalta.benzer işler döndü terse.ensemde sorumluluk ve dirayetle.derde deva gelen ellerle.sırtımdaki bıçakları say.sokan belli ve sığ sebeple el ele verince.mahallem küllerinden dirilir.anka kuşu gibi fırtına tipi.mahallemin yolu bir dertlerimiz deniz gibi serin derin.yüzme bilmek yetmez açılma tsunami gibi döneriz.mahallemin yolu bir zincirleri kırıp da güçleniriz.dosta kardeşe aileme dokunma tsunami gibi döneriz.yüzüm gözüm kana kire bulanıyor.bu savaş daha yeni başlıyor.gölgeler suretlere dönüyor.çukurdan kaçış yok kaçış yok
Fuat,cesetler akar nehirden derince.tank gelince siper yok olur şehrinde.eti sıyrılır kemikten.al ve akyuvar boşalır her delikten.çelikten ceket de giysen nafile.tek cümleyle yalan oldu kafilen.gerçekte sırtını döner tapar kafire.bedevi elinde petrol akar katile.en az dört karı al elbet biri kalır hamile.mağlubun kutladığı zaferden hayır gelmez.bil ki hepsi savaşla uslanmak ister.gerçek keçi inadı çeker fişi prizden.kahramanı ölüme yollar devlet cahilse.hatalı kararlara bağlı yaşam.saniyede uçar can gözün feri kaçan.vicdan bir yanda dul kalır ablan.oğlunu son defa görmek ister baba.okyanus dibi rahat bir nefes al.kafeste kuş kader el alem egosuna kalan.i̇nsaf bana uğramaz kanka.yatar hesaba bir kuruş bırakmam bankada anla.ufkuma uzanırım ışık saçan gözlerle.sonar gibi tespit ederim varsa.sırlar gizler kekeç bir cahil rapi peşkeş çeker.dokunanın kafası heybemde bekler
Fuat,wake up.its time.move fast.fuat ergin.ellerim soğumaz beat barı knockout.lirikle çığır aç get the fuck out.atmasyon i̇ngilizce gibi utanç vericidir şekli rapinin.epidemik tepkisin.yaz gelince evden çıkmak gibidir.gömleğime üfler uçar pelerinim.dolmuşta rastlarsın kolpanın tekidir.ustaya patlar solucanın birisi.kara yazı çatlar omurganın iyisi.babaçko mantar oturalım ikimiz.bildiğin her şey hatmedildi.sınır bellidir aklının bittiği yerdir.başları yuvarlanır elde taş var.komple uyduruk hikaye şaşma.sonuçta insanız hata yapmak.haktan sapmak öze işlemiş yadsıma
Fuat, .nadir yazdığım günlere denk gelemen.çocuk uyuyo kimseye seslenemem.like maykla da hiç beslenemem.din değil para bize dedim estarabim.esterabim var talebim dedim estarabim.tezkere vermedik atlara bin.senin fuck mı buddyn.fuat aktı demin beton oldu zemin.estarabim var talebim dedim estarabim.tezkere vermedik atlara bin.senin fuck mı buddyn.fuat aktı demin beton oldu zemin.sero çekti göndere bi breakbeat.teybe koy ki cendereme de girsin.eksitasyonda ırsi.reanimasyonda yeksin.mercek altında terfi.apoletlerini kopar cengiz.postal ensede parmaklar karga burun pensede.rapten boşandı tek celsede.i̇ki demirbaşız katanası derin kesmece.apıştıran rapi yapıştıran kaka üste çıkar nigga.akışkan kanı pıhtı yapar mı ki çıkıştan.mayonu ver at yenisini namludan.kapan da sazan kabanda kara.paran da haram.punchline açar yara.damarda şırınga turnike kolda aman aban la.kalede fuat var anla.ringe atılan havlularda kan.i̇lacını al unutma yatmadan.saçını tara dur.mayına basmiycaz.yangın söner duvara yaslıycaz
Fuat,yola neden çıktığını unutanlarla.yola neden çıktığını bilmeyenler.nefsimi çelemedi güç beni zehirleyemedi.şeytana diz çöküp gülünç olman üzdü beni.dışın döner içine muşmula suratlı kahpe.şeytanın bacağını sokar yeksin dübüre.basit bir kariyer için harcar dostu hiçten.çiftetelli oynamayan piçtir o geberince.köle pazarına dönüşen ülkeme.emeğime çenesi geçer çürük dişle.fu gеlir çeker fişi prizden.hak еttiğini tutacaksın kaktüsle.50 kalibre’me parşömenden kalkan balığı gibi.sinsi paraketemden sarkar.bence en iyisi arkana bakmadan yaylan.kanında kortizon ve antidepresan.rapüstad tadına bak tek üstat.sen daha cehenneme gidecen kasma.ekrana yansır oranlar.yoldan geçerken çürükleri yerden topla.bela kokusu barut.mermi sela okutur.algoritma dokunur.yeni nesil sapıtır.çirkin herif akıtır emeklinin kanını.darbe yapar tarikat sonra özrü yanıldık.tüketen bir güruh içten çürük ruhu.zeka seviyesi oda ısısında durdu.obiwan kenobi arınma gecesi.boşları topla piç ol bir komi.nokta atışı fuat’ın hobi.i’m gonna fuck you up.my name is “nobody”
Fuat,çatır çatır kemik sesleri.deler geçer kör yalnız geceleri.i̇ki ileri bi geri yüzülen deri.ben başıyım bonobolar çeri.fuat vakti saptasın sense yeri.nuh gibi arş yapamadın gördün seli.seni arayacak olanlar kaybolacak deli.bin pişman olunacak yerle bir olacak.solacak kel kafana tarak.bonobo madalyonundan püsküren atak.allah deyip de çıkın meydana.dizilin pezevenkler hadi yan yana.kes kolunu bak akan kana.ak mı kara mı dank etti mi şimdi kafana.var olmayanı seveceksin teksin boksun.uyardım boş ver leşin koksun.çaresizlik içinde ağladın.aktif olmadın kıçını kaldırmadın.aldırmadın burnundan kıl.hadım oldun etek tıraşında.git dönmelere takıl.unutma bana verilen akıl.sende mevcut olan kum ve çakıl.kal yerinde anneannesi orospu  
